"EventId","Station","SampleDate","SampleTime","Longitude","CHLA","DIN","DO","DOC","DON","DOP","FCOLI_C","FSS","KD","NH4F","NO23F","NO2F","NO3F","PC","PH","PHEO","PN","PO4F","PP","SALINITY","SECCHI","SIF","SIGMA_T","SPCOND","TDN","TDP","TN","TON","TP","TSS","TURB_NTU","VSS","WTEMP"
429602,"TF5.6","2017-02-01","10:40:00",-76.99057,4.54,0.428,9.27,NA,0.169,0.007,25,32,NA,0.072,0.356,0.006,0.35,1.07,7.37,4.38,0.13,0.011,0.0444,NA,0.3,NA,NA,131,0.597,0.018,NA,NA,0.0624,36,39.4,4,7.55
429603,"TF5.6","2017-03-01","10:50:00",-76.99057,20.2,0.504,10.96,NA,0.22,0.023,25,10,NA,0.006,0.498,0.007,0.491,1.46,7.74,8.72,0.2,0.003,0.0336,NA,0.5,NA,NA,187,0.72,0.026,NA,NA,0.0596,15,12.7,5,12.39
429809,"LE5.1","2017-07-06","10:30:00",-76.64833,3.99,0.094,6.16,NA,0.219,0,25,8,NA,0.04,0.054,0.002,0.0525,0.351,7.57,1.84,0.058,0.02,0.0256,5.94,0.8,NA,0.50784,10608,0.313,0.02,NA,0.28975,0.0456,9,8.66,1,28.84
429810,"LE5.1","2017-08-01","10:00:00",-76.64833,15.6,0.029,7.15,NA,0.26,0.01,25,4,NA,0.007,0.022,0.002,0.02,1.11,7.64,3.16,0.198,0.023,0.0337,9.22,1,NA,3.42095,15834,0.285,0.033,0.483,NA,0.0667,6,4.72,2,27.3
429811,"LE5.1","2017-09-07","09:40:00",-76.64833,4.52,0.201,6.93,NA,0.25,0,25,13,NA,0.009,0.192,0.073,0.119,0.705,7.6,3.14,0.112,0.038,0.0255,7.55,0.8,NA,2.77942,13143,0.453,0.038,NA,NA,0.0635,15,11.4,2,25.11
429844,"RET5.2","2017-07-06","11:00:00",-76.78219,5.61,0.101,5.98,3.74,0.216,0,25,17,2.3567,0.042,0.059,0.002,0.057,0.584,7.46,6.52,0.094,0.019,0.0356,1.72,0.6,0.7944,-2.68469,3306,0.317,0.019,NA,NA,0.0546,22,15,5,28.94
429845,"RET5.2","2017-08-01","10:45:00",-76.78219,6.21,0.116,6.98,3.79,0.304,0.013,25,7,1.4425,0.054,0.062,0.004,0.058,1.23,7.56,6.63,0.19,0.024,0.0383,5.28,0.8,1.6822,0.46425,9476,0.42,0.037,0.61,0.494,0.0753,10,9.54,3,27.3
429846,"RET5.2","2017-09-07","10:00:00",-76.78219,9.84,0.248,6.97,4.23,0.266,0.003,25,19,2.5008,0.014,0.234,0.051,0.183,1.22,7.56,5.54,0.205,0.021,0.0422,3.95,0.5,1.4953,0.25446,7201,0.514,0.024,0.719,0.471,0.0662,26,20.4,7,24.38
429889,"TF5.5","2017-07-18","11:55:00",-77.23283,52,0.005,7.17,4.27,0.28,0.01,25,14,2.6037,0.003,0.002,0.002,0,2.93,7.99,17.1,0.432,0.003,0.0779,NA,0.4,0.0935,NA,258,0.286,0.013,0.718,0.7135,NA,22,13.8,8,30.5
429890,"TF5.5","2017-08-01","12:00:00",-77.23283,62.3,0.005,9.75,4.57,0.32,0.01,25,17,3.2063,0.003,0.002,0.002,0,4.81,8.76,22.1,0.843,0.002,0.1034,NA,0.3,0.0467,NA,289,0.328,0.012,1.171,1.16675,NA,27,15.8,10,27.7
429891,"TF5.5","2017-09-19","12:10:00",-77.23283,32.6,0.005,8.63,4.45,0.29,0.008,75,18,4.4393,0.003,0.002,0.002,0,3.05,8.25,13.8,0.506,0.002,0.0804,NA,0.5,0.0935,NA,419,0.297,0.01,0.803,0.79875,NA,26,11.2,8,25.49
429892,"TF5.5A","2017-07-18","11:20:00",-77.1284,41.6,0.00375,7.92,NA,0.25925,0.008,25,7,NA,0.003,0.002,0.002,0,2.25,8.17,12.4,0.383,0.004,0.0595,NA,0.6,NA,NA,241,0.263,0.012,0.646,0.64225,NA,14,8.18,7,30.45
429893,"TF5.5A","2017-08-01","11:30:00",-77.1284,55.3,0.005,9.4,NA,0.3,0.011,25,9,NA,0.003,0.002,0.002,0,4.16,8.72,16.2,0.642,0.003,0.0784,NA,0.4,NA,NA,295,0.306,0.014,0.948,0.94375,NA,17,11.9,8,27.82
429894,"TF5.5A","2017-09-19","11:40:00",-77.1284,24.4,0.005,7.91,NA,0.3,0.009,25,14,NA,0.003,0.002,0.002,0,2.36,8.01,10.9,0.405,0.002,0.0664,NA,0.5,NA,NA,533,0.3,0.011,0.705,0.70075,NA,21,12.8,7,25.12
429895,"TF5.6","2017-07-18","10:55:00",-76.99057,31,0.006,6.65,NA,0.23,0.005,25,9,NA,0.004,0.002,0.002,0,1.83,7.72,10.4,0.229,0.009,0.0506,NA,0.6,NA,NA,504,0.24,0.014,NA,0.4635,NA,14,9.43,5,30.34
429896,"TF5.6","2017-08-01","10:55:00",-76.99057,15.1,0.066,6.43,NA,0.266,0.005,25,9,NA,0.025,0.041,0.004,0.037,1.49,7.53,7.61,0.185,0.01,0.0395,1.02,0.6,NA,-3.01494,2008,0.332,0.015,NA,NA,0.0545,13,10.2,4,28.27
429897,"TF5.6","2017-09-19","11:10:00",-76.99057,5.45,0.254,5.95,NA,0.291,0.006,25,13,NA,0.034,0.22,0.007,0.213,0.846,7.42,3.69,0.148,0.013,0.0338,1.63,0.6,NA,-1.57986,3126,0.545,0.019,NA,NA,0.0528,16,11.7,3,24.69
447233,"LE5.1","2017-10-03","09:40:00",-76.64833,5.02,0.156,7.64,NA,0.26,0.012,25,9,NA,0.005,0.151,0.073,0.078,0.355,7.74,1.66,0.059,0.035,0.0198,10.72,0.9,NA,5.59745,18118,0.415,0.047,NA,NA,0.0668,12,6.47,3,23.49
447234,"LE5.1","2017-11-01","09:40:00",-76.64833,3.84,0.237,8.63,NA,0.25,0.004,25,6,NA,0.014,0.223,0.042,0.181,0.353,7.83,1.05,0.056,0.041,0.0152,9.92,1,NA,6.39083,16832,0.487,0.045,NA,NA,0.0602,8,5.84,2,17.35
447258,"RET5.2","2017-10-03","10:00:00",-76.78219,4.45,0.183,7.32,3.9,0.27,0.013,25,10,NA,0.004,0.179,0.087,0.092,0.754,7.63,2.96,0.12,0.028,0.0255,7.31,0.8,1.6822,3.0519,12719,0.451,0.041,NA,NA,0.0665,12,8.78,2,23.37
447259,"RET5.2","2017-11-01","10:00:00",-76.78219,3.92,0.258,8.67,NA,0.26,0.009,50,15,NA,0.009,0.249,0.033,0.216,0.61,7.82,2.55,0.106,0.03,0.0247,6.14,0.7,1.729,3.52349,10776,0.522,0.039,NA,NA,0.0637,18,13,3,17.2
447300,"TF5.5","2017-10-03","12:05:00",-77.23283,26.6,0.005,8.22,4.57,0.3,0.007,25,16,2.7136,0.003,0.002,0.002,0,2.29,8,12.6,0.399,0.002,0.057,NA,0.4,0.0935,NA,472,0.303,0.009,0.702,0.6975,NA,26,15.3,10,23.12
447301,"TF5.5","2017-11-16","11:40:00",-77.23283,24,0.229,10.76,4.19,0.259,0.01,150,20,3.8337,0.024,0.205,0.005,0.2,1.92,7.88,11,0.302,0.002,0.034,NA,0.3,1.5421,NA,356,0.488,0.012,0.79,0.561,NA,26,19.3,6,11.37
447302,"TF5.5","2017-12-05","12:15:00",-77.23283,38,0.247,11.65,3.93,0.216,0.005,225,16,2.705,0.023,0.224,0.006,0.218,2.33,8.01,11.7,0.35,0.002,0.0496,NA,0.6,2.0093,NA,321,0.463,0.007,0.813,0.566,NA,22,13.5,6,11.27
447303,"TF5.5A","2017-10-03","11:35:00",-77.1284,19.7,0.005,7.78,NA,0.29,0.006,25,21,NA,0.003,0.002,0.002,0,2.34,7.88,10.7,0.384,0.002,0.0614,0.39,0.6,NA,-2.17709,793,0.297,0.008,0.681,0.6765,NA,28,14.6,7,23.31
447304,"TF5.5A","2017-11-16","11:10:00",-77.1284,25.7,0.14,10.18,NA,0.26,0.009,25,34,NA,0.007,0.133,0.002,0.1315,1.7,7.86,13.2,0.276,0.002,0.0466,NA,0.4,NA,NA,461,0.401,0.011,NA,0.5695,NA,42,28.5,8,11.78
447305,"TF5.5A","2017-12-05","11:50:00",-77.1284,41,0.147,12.1,NA,0.23,0.004,25,15,NA,0.007,0.14,0.002,0.138,2.3,8.21,11.3,0.453,0.002,0.0486,NA,0.6,NA,NA,369,0.377,0.006,0.83,NA,NA,20,12.9,5,11.15
447306,"TF5.6","2017-10-03","11:00:00",-76.99057,6.26,0.295,5.62,NA,0.295,0.012,25,14,NA,0.029,0.266,0.058,0.208,0.746,7.36,4.52,0.083,0.016,0.0302,2.03,0.5,NA,-1.04503,3840,0.59,0.028,NA,NA,0.0582,17,13.1,3,23.77
447307,"TF5.6","2017-11-16","10:45:00",-76.99057,4,0.258,8.34,NA,0.283,0.008,25,18,NA,0.066,0.192,0.002,0.1905,0.914,7.56,4.39,0.07,0.016,0.03,1.13,0.5,NA,0.29675,2196,0.541,0.024,NA,0.40025,0.054,22,17.6,4,13.19
447308,"TF5.6","2017-12-05","11:20:00",-76.99057,5.68,0.27,9.33,NA,0.234,0.001,25,12,NA,0.049,0.221,0.002,0.2195,0.848,7.63,4.12,0.095,0.011,0.0291,1.07,0.6,NA,0.50731,2081,0.504,0.012,NA,0.3835,NA,16,13.8,4,11.01
448653,"LE5.1","2018-01-24","10:00:00",-76.64833,4.56,0.163,12.94,NA,0.237,0.014,25,4,NA,0.028,0.135,0.002,0.1335,0.607,8.01,0.51,0.103,0.008,0.0211,9.09,1.5,NA,7.27292,15728,0.4,0.022,NA,0.373,0.0431,5,4.39,1,5.21
448654,"LE5.1","2018-02-06","10:40:00",-76.64833,7.81,0.19,12.09,NA,0.246,0.006,25,11,NA,0.04,0.15,0.002,0.1485,0.798,7.91,0.35,0.117,0.006,0.0302,7.19,1,NA,5.73737,12608,0.436,0.012,NA,0.39975,NA,16,11.4,5,5.76
448655,"LE5.1","2018-03-06","09:50:00",-76.64833,6.42,0.402,10.72,NA,0.247,-0.003,25,13,NA,0.113,0.289,0.002,0.287,1.14,7.21,3.57,0.202,0.021,0.0477,4.94,0.5,NA,3.72821,8829,0.649,0.018,0.851,0.449,0.0657,18,26.2,5,9.1
448656,"LE5.1","2018-04-18","09:45:00",-76.64833,17,0.121,9.45,NA,0.2,-0.001,25,55,NA,0.004,0.117,0.002,0.115,3.78,7.89,9.64,0.585,0.014,0.0969,1.9,NA,NA,0.5606,3588,0.321,0.013,0.906,NA,NA,68,54.8,13,15.47
448690,"RET5.2","2018-01-24","10:45:00",-76.78219,4.43,0.267,12.81,NA,0.243,0.005,25,10,NA,0.077,0.19,0.002,0.1885,0.728,7.95,0.88,0.097,0.012,0.025,5.65,0.9,1.215,4.54036,10104,0.51,0.017,NA,0.38675,0.042,12,8.91,2,5.11
448691,"RET5.2","2018-02-06","11:10:00",-76.78219,3.28,0.346,12.2,NA,0.227,0.002,25,19,1.8881,0.109,0.237,0.002,0.2355,1.15,7.93,0.87,0.137,0.011,0.047,3.5,0.7,1.0748,2.82567,6450,0.573,0.013,NA,0.4225,NA,25,18.6,6,5.12
448692,"RET5.2","2018-03-06","10:20:00",-76.78219,2.62,0.481,10.79,4.26,0.254,-0.003,25,24,4.8071,0.123,0.358,0.003,0.355,1.37,7.13,4.96,0.166,0.022,0.071,2.31,0.3,2.6168,1.64096,4320,0.735,0.019,NA,NA,0.09,31,51.5,7,9.32
448693,"RET5.2","2018-04-18","10:30:00",-76.78219,26.8,0.022,10.15,3.43,0.19,0.001,25,43,4.5191,0.004,0.018,0.003,0.015,2.46,8.16,11.8,0.378,0.009,0.0944,0.44,NA,1.4019,-0.49587,885,0.215,0.01,0.593,NA,NA,54,44.4,11,15
448736,"TF5.5","2018-01-23","13:00:00",-77.23283,7.88,0.489,12.39,3.92,0.216,NA,200,14,NA,0.161,0.328,0.01,0.318,1,7.79,2.89,0.159,0.01,0.033,NA,0.5,2.5701,NA,325,0.705,NA,NA,NA,NA,18,14.1,4,6.31
448737,"TF5.5","2018-02-20","12:40:00",-77.23283,2.15,0.578,10.89,3.39,0.175,0.006,25,18,NA,0.052,0.526,0.006,0.52,0.622,7.29,1.05,0.06,0.012,0.0285,NA,0.3,4.0654,NA,130,0.753,0.018,0.798,0.22,0.0465,22,24.1,4,9.44
448738,"TF5.5","2018-03-06","12:00:00",-77.23283,7.12,0.427,10.92,2.9,0.189,-0.002,75,17,2.2341,0.068,0.359,0.006,0.353,0.719,7.53,2.14,0.063,0.009,0.0226,NA,0.4,3.5981,NA,191,0.616,0.007,NA,NA,NA,21,16.4,4,9.71
448739,"TF5.5","2018-04-17","12:20:00",-77.23283,8.9,0.148,8.48,3.01,0.171,0.002,375,17,2.441,0.05,0.098,0.006,0.092,0.658,7.59,3.15,0.109,0.008,0.0241,NA,0.5,1.3084,NA,180,0.319,0.01,NA,NA,NA,22,13.6,5,17.43
448740,"TF5.5A","2018-01-23","12:25:00",-77.1284,15.8,0.593,12.5,NA,0.237,0.044,75,18,NA,0.205,0.388,0.011,0.377,1.38,7.76,6.96,0.176,0.007,0.0406,0.18,0.5,NA,0.15649,380,0.83,0.051,NA,NA,0.0916,23,16.6,5,5.77
448741,"TF5.5A","2018-02-20","12:10:00",-77.1284,3.77,0.59,10.55,NA,0.209,0.002,75,22,NA,0.096,0.494,0.006,0.488,0.87,7.28,2.16,0.082,0.016,0.0392,NA,0.2,NA,NA,126,0.799,0.018,NA,NA,0.0572,27,35.4,5,9.64
448742,"TF5.5A","2018-03-06","11:20:00",-77.1284,10.2,0.504,11.03,NA,0.198,-0.001,75,20,NA,0.061,0.443,0.009,0.434,1.3,7.49,4.33,0.108,0.009,0.0429,NA,0.3,NA,NA,180,0.702,0.008,NA,NA,NA,26,22.2,6,9.51
448743,"TF5.5A","2018-04-17","11:45:00",-77.1284,16.8,0.127,9.54,NA,0.178,0.005,125,20,NA,0.023,0.104,0.006,0.098,1.14,7.86,8.75,0.198,0.006,0.033,NA,0.3,NA,NA,184,0.305,0.011,NA,NA,NA,24,16.4,4,15.94
448744,"TF5.6","2018-01-23","11:50:00",-76.99057,16.5,0.413,13.02,NA,0.243,NA,25,18,NA,0.097,0.316,0.003,0.313,1.27,7.85,6.68,0.2,0.007,0.0405,0.55,0.5,NA,0.47873,1131,0.656,NA,NA,NA,NA,22,18.2,4,3.37
448745,"TF5.6","2018-02-20","11:35:00",-76.99057,3.13,0.545,10.31,NA,0.227,0.009,25,26,NA,0.088,0.457,0.007,0.45,0.939,7.32,2.22,0.135,0.014,0.0478,NA,0.2,NA,NA,123,0.772,0.023,NA,NA,0.0708,31,51.7,5,8.88
448746,"TF5.6","2018-03-06","11:00:00",-76.99057,3.77,0.566,10.44,NA,0.234,0.002,25,41,NA,0.07,0.496,0.012,0.484,1.44,7.45,5.05,0.136,0.017,0.0646,NA,0.2,NA,NA,163,0.8,0.019,NA,NA,0.0836,49,51.3,8,9.97
448747,"TF5.6","2018-04-17","11:15:00",-76.99057,15.8,0.069,9.8,NA,0.176,0.003,25,12,NA,0.015,0.054,0.003,0.051,1.14,7.87,9.8,0.21,0.006,0.0332,NA,0.6,NA,NA,181,0.245,0.009,NA,NA,NA,16,10.4,4,15.63
449274,"LE5.1","2018-05-01","10:00:00",-76.64833,7.9,0.287,8.61,NA,0.219,0.004,25,29,NA,0.027,0.26,0.009,0.251,1.45,7.67,4.87,0.195,0.014,0.0597,0.08,0.3,NA,-1.11078,170.3,0.506,0.018,NA,NA,0.0777,38,38.1,9,17.06
449275,"LE5.1","2018-06-05","09:50:00",-76.64833,6.39,0.278,6.03,NA,0.325,0.016,25,15,NA,0.012,0.266,0.007,0.259,0.856,7.55,5.72,0.133,0.026,0.0458,0.24,0.3,NA,-3.08313,497,0.603,0.042,NA,NA,0.0878,21,34.5,6,26.41
449300,"RET5.2","2018-05-01","10:30:00",-76.78219,8.88,0.362,9.15,3.89,0.195,0.007,25,27,4.1915,0.022,0.34,0.01,0.33,1.44,7.68,5.91,0.17,0.013,0.0546,0.07,0.3,2.9439,-1.0924,145.3,0.557,0.02,NA,NA,0.0746,35,32.8,8,16.91
449301,"RET5.2","2018-06-05","10:15:00",-76.78219,5.04,0.306,6.72,5.49,0.287,0.01,25,11,3.2904,0.02,0.286,0.009,0.277,0.91,7.48,4.52,0.125,0.02,0.0411,0.06,0.5,3.785,-3.11716,120,0.593,0.03,NA,NA,0.0711,13,21.2,2,26.03
449330,"TF5.5","2018-05-01","11:55:00",-77.23283,3.54,0.301,8.98,4.88,0.226,0.008,75,19,2.7631,0.043,0.258,0.008,0.25,0.665,7.27,1.44,0.064,0.014,0.0232,NA,0.4,4.2991,NA,108,0.527,0.022,NA,NA,0.0452,24,25.1,5,16.98
449331,"TF5.5","2018-06-05","13:10:00",-77.23283,3.84,0.4,6.99,5.72,0.274,0.014,275,21,NA,0.074,0.326,0.009,0.317,0.785,7,0.95,0.105,0.018,0.0494,NA,0.2,3.972,NA,112,0.674,0.032,NA,NA,0.0814,25,43.2,4,24.27
449332,"TF5.5A","2018-05-01","11:35:00",-77.1284,6.71,0.29,8.87,NA,0.232,0.012,25,21,NA,0.046,0.244,0.008,0.236,1.28,7.31,3.11,0.114,0.014,0.0436,NA,0.3,NA,NA,115,0.522,0.026,NA,NA,0.0696,26,26.5,5,17.05
449333,"TF5.5A","2018-06-05","12:45:00",-77.1284,4.48,0.424,6.52,NA,0.322,0.018,225,16,NA,0.102,0.322,0.012,0.31,0.754,6.95,1.08,0.093,0.02,0.0472,NA,0.2,NA,NA,109,0.746,0.038,NA,NA,0.0852,20,45.9,4,24.73
449334,"TF5.6","2018-05-01","11:00:00",-76.99057,7.35,0.322,8.86,NA,0.204,0.006,50,12,NA,0.04,0.282,0.009,0.273,0.647,7.35,2.84,0.084,0.013,0.0264,NA,0.4,NA,NA,126,0.526,0.019,NA,NA,0.0454,16,21.6,4,17.06
449335,"TF5.6","2018-06-05","12:15:00",-76.99057,5.02,0.401,6.39,NA,0.241,0.012,25,14,NA,0.082,0.319,0.012,0.307,0.635,7.3,3.27,0.083,0.017,0.0332,NA,0.5,NA,NA,129,0.642,0.029,NA,NA,0.0622,18,26.3,4,26.04
450458,"LE5.1","2018-07-10","09:30:00",-76.64833,7.03,0.061,6.68,NA,0.239,0.003,25,17,NA,0.017,0.044,0.002,0.042,0.252,7.56,4.03,0.03,0.025,0.0247,3.84,0.5,NA,-0.86214,7029,0.3,0.028,0.3225,0.2615,0.0527,22,20.9,5,28.15
450459,"LE5.1","2018-08-07","09:30:00",-76.64833,8.6,0.055,6.87,NA,0.25,0.007,25,11,NA,0.004,0.051,0.017,0.034,0.724,7.74,4.41,0.122,0.023,0.0378,2.08,0.5,NA,-2.49776,3953,0.307,0.03,NA,NA,0.0678,17,16.7,6,29.22
450484,"RET5.2","2018-07-10","10:00:00",-76.78219,16.8,0.011,7.14,4.86,0.27,0.007,25,18,2.689,0.009,0.002,0.002,0,1.54,7.75,8.32,0.263,0.014,0.0485,0.24,0.5,0.8411,-3.47598,502,0.28,0.021,0.543,0.5325,0.0695,23,17.6,5,27.83
450485,"RET5.2","2018-08-07","10:00:00",-76.78219,17.5,0.027,7.35,5.07,0.27,0.004,25,7,2.4636,0.003,0.024,0.002,0.0225,1.14,7.93,8.16,0.188,0.018,0.0384,0.27,0.5,0.4673,-3.71188,562,0.296,0.022,0.484,0.46225,0.0604,16,15,9,28.73
450511,"TF5.5","2018-07-10","12:10:00",-77.23283,30.4,0.00375,9.78,4.81,0.27925,0.012,25,13,2.9076,0.003,0.002,0.002,0,2.6,8.73,12.6,0.427,0.002,0.0617,NA,0.3,0.9346,NA,209,0.283,0.014,0.71,0.70625,NA,23,14.3,10,28.81
450512,"TF5.5","2018-08-07","11:40:00",-77.23283,41.6,0.182,8.82,4.96,0.27,0.016,25,7,2.9771,0.005,0.177,0.006,0.171,2,7.65,12.6,0.408,0.005,0.058,NA,0.3,3.4112,NA,162,0.456,0.021,0.864,NA,0.079,18,19.4,11,28.63
450513,"TF5.5A","2018-07-10","11:45:00",-77.1284,30.5,0.00375,8.84,NA,0.27925,0.0145,25,9,NA,0.003,0.002,0.002,0,2.2,8.51,11.7,0.336,0.002,0.0564,NA,0.4,NA,NA,164,0.283,0.016,0.619,0.61525,0.0724,15,9.78,6,29.07
450514,"TF5.5A","2018-08-07","11:10:00",-77.1284,56.8,0.055,10.28,NA,0.28,0.018,50,11,NA,0.008,0.047,0.004,0.043,2.69,8.25,17.6,0.433,0.002,0.0612,NA,0.4,NA,NA,184,0.331,0.02,0.764,NA,0.0812,21,15.3,10,29.01
450515,"TF5.6","2018-07-10","11:15:00",-76.99057,23.9,0.006,8.79,NA,0.28,0.014,25,13,NA,0.004,0.002,0.002,0,1.49,7.85,9.1,0.208,0.003,0.0308,NA,0.6,NA,NA,137,0.286,0.017,NA,0.4885,0.0478,19,13.4,6,29.05
450516,"TF5.6","2018-08-07","10:40:00",-76.99057,46.3,0.00375,7.95,NA,0.25425,0.015,25,10.5,NA,0.003,0.002,0.002,0,1.715,7.84,17.25,0.28,0.0025,0.0658,NA,0.4,NA,NA,228,0.258,0.0175,0.631,0.53425,0.0833,19.5,13.55,9,29.01
451236,"LE5.1","2018-09-05","10:00:00",-76.64833,6.32,0.06325,5.93,NA,0.25575,0.003,25,7,NA,0.003,0.061,0.033,0.028,0.73,7.42,3.88,0.142,0.03,0.0284,5.8,0.7,NA,-0.09789,10351,0.319,0.033,NA,0.39775,0.0614,12,10.6,5,30.47
451246,"RET5.2","2018-09-05","10:30:00",-76.78219,13.9,0.063,5.65,4.43,0.272,0.004,25,18,2.5612,0.012,0.051,0.011,0.04,1.28,7.43,7.98,0.224,0.022,0.1166,2.45,0.4,0.6075,-2.57283,4610,0.335,0.026,0.559,0.496,0.1426,23,18,5,30.38
451257,"TF5.5","2018-09-05","11:45:00",-77.23283,35.7,0.00375,7.9,3.8,0.22925,0.007,25,10,2.3258,0.003,0.002,0.002,0,1.71,7.76,10.6,0.313,0.003,0.0477,NA,0.4,0.7944,NA,236,0.233,0.01,0.546,0.54225,NA,18,12.4,8,31
451258,"TF5.5A","2018-09-05","11:15:00",-77.1284,30.6,0.00375,8.55,NA,0.25125,0.01,25,12,NA,0.003,0.002,0.002,0,1.65,7.96,9.2,0.25,0.003,0.0436,NA,NA,NA,NA,211,0.255,0.013,NA,0.50125,NA,19,13.3,7,30.86
451259,"TF5.6","2018-09-05","10:45:00",-76.99057,20.4,0.008,6.5,NA,0.25,0.008,50,8,NA,0.004,0.004,0.002,0.002,1.11,7.6,7.18,0.211,0.008,0.0315,NA,0.5,NA,NA,209,0.253,0.016,NA,0.4565,0.0475,12,9.71,4,30.36
454208,"LE5.1","2018-10-02","10:00:00",-76.64833,8.19,0.389,6.25,NA,0.28,0.009,25,16,NA,0.006,0.383,0.037,0.346,0.675,7.54,6.13,0.123,0.022,0.0411,0.11,0.5,NA,-2.76645,226,0.665,0.031,NA,NA,0.0721,21,26.2,5,24.83
454209,"LE5.1","2018-11-07","09:30:00",-76.64833,2.99,0.497,8.85,NA,0.279,0.002,25,22,NA,0.023,0.474,0.008,0.466,0.63,7.47,3.97,0.055,0.026,0.0378,0.73,0.4,NA,-0.5028,1442,0.776,0.028,NA,NA,0.0658,28,30.1,6,16.44
454210,"LE5.1","2018-12-05","10:00:00",-76.64833,1.03,0.393,10.89,NA,0.23,0.008,25,21,NA,0.048,0.345,0.003,0.342,1.07,7.49,1.56,0.087,0.019,0.0375,1.16,0.3,NA,0.79966,2253,0.623,0.027,0.71,0.317,0.0645,26,33.6,5,8.48
454238,"RET5.2","2018-10-02","10:20:00",-76.78219,6.68,0.4,6.62,5.2,0.24,0.011,25,19,3.3398,0.003,0.397,0.027,0.37,0.696,7.57,3.55,0.14,0.015,0.0439,0.07,0.5,4.3925,-2.63798,152,0.642,0.026,NA,NA,0.0699,22,24.6,3,24.2
454239,"RET5.2","2018-11-07","10:00:00",-76.78219,2.85,0.499,8.85,NA,0.269,0.006,50,34,1.6931,0.027,0.472,0.024,0.448,0.784,7.59,4.19,0.112,0.02,0.0514,0.09,0.3,3.8785,-0.96848,192.5,0.768,0.026,NA,NA,0.0774,40,43.9,6,16.27
454240,"RET5.2","2018-12-05","10:40:00",-76.78219,1.6,0.424,10.99,NA,0.236,0.005,25,21,7.1005,0.047,0.377,0.005,0.372,0.86,7.45,1.77,0.03,0.017,0.0444,0.06,0.3,4.3925,-0.03777,121.2,0.66,0.022,0.69,0.266,0.0664,27,34.3,6,7.98
454278,"TF5.5","2018-10-02","11:45:00",-77.23283,2.85,0.416,8.08,5.15,0.246,0.013,200,30,4.3259,0.04,0.376,0.006,0.37,1.06,7.17,0.64,0.136,0.017,0.0486,NA,0.2,4.2056,NA,118,0.662,0.03,NA,NA,0.0786,34,39.5,4,20.87
454279,"TF5.5","2018-11-01","11:45:00",-77.23283,8.53,0.445,9.38,5.2,0.242,0.009,150,11,2.7133,0.084,0.361,0.008,0.353,0.645,7.41,1.16,0.114,0.012,0.0332,NA,0.3,4.8598,NA,135,0.687,0.021,NA,NA,0.0542,15,18.4,4,14.31
454280,"TF5.5","2018-12-04","11:55:00",-77.23283,2.05,0.535,11.23,3,0.166,0.005,175,12,3.6897,0.105,0.43,0.006,0.424,1.02,7.42,0.61,0.118,0.013,0.0336,NA,0.4,4.7664,NA,147,0.701,0.018,NA,NA,0.0516,15,19.5,3,8.15
454281,"TF5.5A","2018-10-02","11:20:00",-77.1284,6.02,0.416,7.6,NA,0.213,0.008,25,20,NA,0.046,0.37,0.006,0.364,0.757,7.2,1.78,0.105,0.014,0.0394,NA,0.2,NA,NA,132,0.629,0.022,NA,NA,0.0614,24,24.4,4,21.47
454282,"TF5.5A","2018-11-01","11:20:00",-77.1284,8.97,0.462,9.24,NA,0.2155,0.006,75,13.5,NA,0.065,0.397,0.0075,0.3895,0.747,7.41,2.21,0.1145,0.012,0.03365,NA,0.3,NA,NA,144,0.6775,0.018,NA,NA,0.05165,17,17.95,3.5,14.15
454283,"TF5.5A","2018-12-04","11:30:00",-77.1284,2.17,0.492,11.22,NA,0.147,0.004,125,17,NA,0.072,0.42,0.005,0.415,0.898,7.41,1.28,0.132,0.012,0.0376,NA,0.4,NA,NA,140,0.639,0.016,NA,NA,0.0536,22,23.6,5,8.16
454284,"TF5.6","2018-10-02","10:45:00",-76.99057,9.45,0.408,7.4,NA,0.183,0.007,25,84,NA,0.028,0.38,0.008,0.372,0.67,7.16,2.34,0.092,0.013,0.0281,NA,0.5,NA,NA,129,0.591,0.02,NA,NA,0.0481,99,12.8,15,22.77
454285,"TF5.6","2018-11-01","10:50:00",-76.99057,3.36,0.507,8.54,NA,0.232,0.008,25,15,NA,0.084,0.423,0.013,0.41,0.653,7.33,2.98,0.096,0.015,0.0338,NA,0.3,NA,NA,127,0.739,0.023,NA,NA,0.0568,18,26.1,3,14.43
454286,"TF5.6","2018-12-04","11:00:00",-76.99057,1.48,0.438,10.96,NA,0.183,0.006,25,19,NA,0.056,0.382,0.005,0.377,1.11,7.29,1.61,0.147,0.014,0.043,NA,0.3,NA,NA,116,0.621,0.02,NA,NA,0.063,24,31.3,5,7.3
457144,"LE5.1","2019-01-08","09:45:00",-76.64833,1.51,0.497,12.24,NA,0.134,0.005,25,20,NA,0.037,0.46,0.005,0.455,0.469,7.79,1.5,0.054,0.014,0.0341,0.06,0.4,NA,-0.16419,121.2,0.631,0.019,NA,NA,0.0531,23,26.8,3,9.72
457145,"LE5.1","2019-02-05","10:00:00",-76.64833,2.65,0.492,13.59,NA,0.144,0.011,25,15,NA,0.046,0.446,0.004,0.442,0.554,7.94,1.18,0.056,0.012,0.027,0.14,0.6,NA,0.1231,2.89,0.636,0.023,NA,NA,0.05,18,19.3,3,5.82
